Code,Title,id
MRS.BA.BH,Magnetic resonance imaging of soft tissue of unspecified site,4807
MRS.BA.BJ,Ultrasound of soft tissue of unspecified site,4808
MRS.DB.AE,Injection into soft tissue of unspecified site,4809
MRS.FA.AA,Incision of soft tissue of unspecified site,4810
MRS.FB.AA,Division of soft tissue of unspecified site,4811
MRS.FC.AA,Release of soft tissue of unspecified site,4812
MRS.JA.AA,Irrigation of soft tissue of unspecified site,4813
MRS.JA.AE,Percutaneous irrigation of soft tissue of unspecified site,4814
MRS.JB.AA,Drainage of soft tissue of unspecified site,4815
MRS.JB.AE,Percutaneous drainage of soft tissue of unspecified site,4816
MRS.JD.AA,Removal of internal device or foreign body from soft tissue of unspecified site,4817
MRS.JD.AH,Removal of foreign body from soft tissue of unspecified site,4818
MRS.JG.AA,Debridement of soft tissue of unspecified site,4819
MRS.JH.AA,Procurement of fascia of unspecified site for graft,4820
MRS.JI.AA,Local excision of lesion of soft tissue of unspecified site,4821
MRS.JJ.AA,Partial excision of soft tissue of unspecified site,4822
MRS.JN.AA,Amputation of soft tissue of unspecified site,4823
MRS.LA.AH,Ligation of supernumerary digit,4824
MRS.LK.AA,Fascia lengthening of unspecified site,4825
MRS.MK.AA,Repair of soft tissue of unspecified site,4826
MRS.ML.AA,Reconstruction of soft tissue of unspecified site,4827
MRS.PC.ZZ,Massage of soft tissue of unspecified site,4828
MRS.PD.ZZ,Stretch of soft tissue of unspecified site,4829
MRS.SC.BJ,Extracorporeal shockwave therapy of soft tissue of unspecified site,4830
MRT,Interventions on tendon unspecified site,4831
MRT.AA.ZZ,Assessment of tendon of unspecified site,4832
MRT.AE.AA,Exploration of tendon sheath of unspecified site,4833
MRT.DB.AE,Injection into tendon of unspecified site,4834
MRT.FB.AA,Division of tendon of unspecified site,4835
MRT.FB.AB,Arthroscopic division of tendon of unspecified site,4836
MRT.FC.AA,Release of tendon of unspecified site,4837
MRT.FC.AB,Arthroscopic release of tendon of unspecified site,4838
MRT.JB.AA,Drainage of tendon of unspecified site,4839
MRT.JD.AA,Removal of internal device or foreign body from tendon of unspecified site,4840
MRT.JH.AA,Procurement of tendon of unspecified site for graft,4841
MRT.JI.AA,Local excision of lesion of tendon sheath of unspecified site,4842
MRT.JJ.AA,Tenonectomy of unspecified site,4843
MRT.LJ.AA,Tendon transfer or transplantation of unspecified site,4844
MRT.LK.AA,Lengthening of tendon of unspecified site,4845
MRT.LL.AA,Shortening of tendon of unspecified site,4846
MRT.MK.AA,Repair of tendon of unspecified site,4847
MRT.ML.AA,Reconstruction of tendon of unspecified site,4848
MRT.ML.AB,Arthroscopic reconstruction of tendon of unspecified site,4849
MRT.PD.ZZ,Stretch of tendon of unspecified site,4850
MT2,Interventions on functions of joints and bones,4851
MT2.PG.ZZ,"Assisting and leading exercise for functions of joints and bones, not elsewhere classified",4852
MTB,Interventions on mobility of joint functions,4853
MTB.AA.ZZ,Assessment of joint mobility,4854
MTB.AB.ZZ,Measurement of joint mobility,4855
MTB.AC.ZZ,Test of joint mobility,4856
MTB.AM.ZZ,Observation of joint mobility,4857
MTB.LD.ZZ,Positioning for joint mobility,4858
MTB.PG.ZZ,Assisting and leading exercise for mobility of joint functions,4859
MTB.PH.ZZ,Training of joint mobility,4860
MTB.PM.ZZ,Education about joint mobility,4861
MTB.PN.ZZ,Advising about joint mobility,4862
MTC,Interventions on stability of joint functions,4863
MTC.AA.ZZ,Assessment for stability of joint functions,4864
MTC.AC.ZZ,Test for stability of joint functions,4865
MTC.PG.ZZ,Assisting and leading exercise for stability of joint functions,4866
MTC.PH.ZZ,Training for stability of joint functions,4867
MTD.AA.ZZ,Assessment of mobility of bones,4868
MTD.PG.ZZ,Assisting and leading exercise for mobility of bone functions,4869
MU2,Interventions on muscle functions,4870
MU2.AA.ZZ,"Assessment of muscle functions, not elsewhere classified",4871
MU2.AB.ZZ,"Measurement of muscle functions, not elsewhere classified",4872
MU2.AC.ZZ,"Test of muscle functions, not elsewhere classified",4873
MU2.AE.ZZ,"Inspection of muscle functions, not elsewhere classified",4874
MU2.PG.ZZ,"Assisting and leading exercise for muscle functions, not elsewhere classified",4875
MU2.PH.ZZ,"Training of muscle functions, not elsewhere classified",4876
MU2.PM.ZZ,"Education about muscle functions, not elsewhere classified",4877
MU2.SC.BP,"Electrical stimulation of muscle functions, not elsewhere classified",4878
MUB,Interventions on muscle power functions,4879
MUB.AA.ZZ,Assessment of muscle power functions,4880
MUB.AC.ZZ,Test of muscle power,4881
MUB.AE.ZZ,Manual examination of muscle power,4882
MUB.PG.ZZ,Assisting and leading exercise for muscle power functions,4883
MUB.PM.ZZ,Education about muscle power functions,4884
MUC,Interventions on muscle tone functions,4885
MUC.AA.ZZ,Assessment of muscle tone functions,4886
MUC.AC.ZZ,Test of muscle tone,4887
MUC.AE.ZZ,Inspection of muscle tone,4888
MUC.LD.ZZ,Positioning for muscle tone functions,4889
MUC.PG.ZZ,Assisting and leading exercise for muscle tone functions,4890
MUC.PM.ZZ,Education about muscle tone functions,4891
MUD,Interventions on muscle endurance functions,4892
MUD.AA.ZZ,Assessment of muscle endurance,4893
MUD.AC.ZZ,Test of muscle endurance,4894
MUD.AE.ZZ,Inspection of muscle endurance,4895
MUD.PG.ZZ,Assisting and leading exercise for muscle endurance functions,4896
MV2,Interventions on movement,4897
MV2.AA.ZZ,"Assessment of movement functions, not elsewhere classified",4898
MV2.AC.ZZ,"Test of movement functions, not elsewhere classified",4899
MV2.AM.ZZ,"Observation of movement functions, not elsewhere classified",4900
MV2.PG.ZZ,"Assisting and leading exercise for movement functions, not elsewhere classified",4901
MV2.PN.ZZ,"Advising about movement function, not elsewhere classified",4902
MV2.RB.ZZ,"Practical support with movement, not elsewhere classified",4903
MVB,Interventions on motor reflex functions,4904
MVB.AA.ZZ,Assessment of motor reflex functions,4905
MVB.AC.ZZ,Test of motor reflexes,4906
MVC,Interventions on involuntary movement reaction functions,4907
MVC.AA.ZZ,Assessment of involuntary movement reaction functions,4908
MVC.AC.ZZ,Test of involuntary movement reaction functions,4909
MVC.AM.ZZ,Observation of involuntary movement reaction functions,4910
MVC.LD.ZZ,Inhibiting involuntary movement reactions,4911
MVC.PG.ZZ,Assisting and leading exercise for involuntary movement reaction functions,4912
MVC.PH.ZZ,Training of involuntary movement reaction functions,4913
MVC.PM.ZZ,Education about involuntary movement reaction functions,4914
MVD,Interventions on control of voluntary movement functions,4915
MVD.AA.ZZ,Assessment of control of voluntary movement,4916
MVD.AC.ZZ,Test of control of voluntary movement,4917
MVD.AM.ZZ,Observation of control of voluntary movement,4918
MVD.PG.ZZ,Assisting and leading exercise for control of voluntary movement functions,4919
MVD.PH.ZZ,Training of control of voluntary movement,4920
MVF,Interventions on involuntary movement functions,4921
MVF.AA.ZZ,Assessment of involuntary movement,4922
MVF.AC.ZZ,Test of involuntary movements,4923
MVF.PG.ZZ,Assisting and leading exercise for involuntary movement functions,4924
MVF.PH.ZZ,Training of involuntary movement functions,4925
MVG,Interventions on gait pattern functions,4926
MVG.AA.ZZ,Assessment of gait pattern,4927
MVG.AB.ZZ,Measurement of gait pattern,4928
MVG.AC.ZZ,Test of gait pattern,4929
MVG.AI.BL,Video monitoring of gait pattern,4930
MVG.PG.ZZ,Assisting and leading exercise for gait pattern functions,4931
MVG.PH.ZZ,Training of gait pattern,4932
MVG.SC.BP,Electrical stimulation for gait pattern function,4933
MVH,Interventions on spontaneous movements,4934
MVH.AA.ZZ,Assessment of spontaneous movements,4935
MVH.AC.ZZ,Test of spontaneous movements,4936
MVI,Interventions on sensations related to muscle and movement functions,4937
MVI.AA.ZZ,Assessment of sensations related to muscle and movement,4938
MVI.PG.ZZ,Assisting and leading exercise for sensations related to muscle and movement functions,4939
MZZ,"Interventions on musculoskeletal system, not elsewhere classified",4940
MZZ.AA.ZZ,"Assessment of musculoskeletal system, not elsewhere classified",4941
MZZ,"Imaging interventions on musculoskeletal system, not elsewhere classified",4942
MZZ.BA.BA,"X-ray of musculoskeletal system, not elsewhere classified",4943
MZZ.BA.BC,"Computerised tomography of musculoskeletal system, not elsewhere classified",4944
MZZ.BA.BD,"Computerised tomography with intravenous contrast of musculoskeletal system, not elsewhere classified",4945
MZZ.BA.BH,"Magnetic resonance imaging of musculoskeletal system, not elsewhere classified",4946
MZZ.BA.BI,"Magnetic resonance imaging with intravenous contrast of musculoskeletal system, not elsewhere classified",4947
MZZ.BA.BJ,"Ultrasound of musculoskeletal system, not elsewhere classified",4948
MZZ.DP.AH,"Proprioceptive strapping or taping, not elsewhere classified",4949
MZZ.FB.AA,"Division of musculoskeletal system structure, not elsewhere classified",4950
MZZ.JD.AA,"Removal of internal device or foreign body from musculoskeletal system structure, not elsewhere classified",4951
MZZ.JN.AA,"Amputation of musculoskeletal system structure, not elsewhere classified",4952
MZZ.ZY.ZY,Other specified interventions on the musculoskeletal system,4953
MZZ.ZZ.ZZ,"Interventions on the musculoskeletal system, unspecified",4954
NAA,Interventions on the genitourinary system,4955
NAA,Interventions on urinary system,4956
NAA,Interventions on kidney,4957
NAA.AD.AA,Biopsy of kidney,4958
NAA.AD.AB,Laparoscopic biopsy of kidney,4959
NAA.AD.AD,Endoscopic biopsy of kidney via stoma,4960
NAA.AD.AE,Percutaneous biopsy of kidney,4961
NAA.AD.AF,Transjugular kidney biopsy,4962
NAA.AE.AA,Exploration of kidney,4963
NAA.AE.AD,Nephroscopy,4964
NAA.AE.AE,Percutaneous nephroscopy,4965
NAA.BA.BA,X-ray of kidney,4966
NAA.BA.BB,X-ray of kidney with contrast medium,4967
NAA.BA.BC,"Computerised tomography of kidney, not elsewhere classified",4968
NAA.BA.BD,Computerised tomography of kidney with intravenous contrast,4969
NAA.BA.BE,Nuclear imaging study of the kidney,4970
NAA.BA.BH,"Magnetic resonance imaging of kidney, not elsewhere classified",4971
NAA.BA.BI,Magnetic resonance imaging of kidney with intravenous contrast,4972
NAA.BA.BJ,Ultrasound of kidney,4973
NAA.DB.AE,Injection into kidney,4974
NAA.FA.AA,Nephrotomy,4975
NAA.FB.AA,Symphysiotomy of kidney,4976
NAA.FC.AA,Release of perirenal adhesions,4977
NAA.FC.AB,Laparoscopic release of perirenal adhesions,4978
NAA.GA.AA,Destruction of lesion or tissue of kidney,4979
NAA.GA.AB,Laparoscopic destruction of lesion or tissue of kidney,4980
NAA.GA.AD,Retrograde pyeloscopy with destruction of renal lesion or tissue,4981
NAA.GA.AE,Percutaneous destruction of lesion or tissue of kidney,4982
NAA.GA.BJ,Extracorporeal shockwave lithotripsy of the kidney,4983
NAA.JB.AA,Drainage of kidney,4984
NAA.JB.AB,Laparoscopic drainage of kidney,4985
NAA.JB.AE,Percutaneous drainage of kidney,4986
NAA.JC.AF,Renal dialysis,4987
NAA.JD.AA,Removal of internal device or foreign body from kidney,4988
NAA.JE.AA,Extraction of calculus from kidney,4989
NAA.JE.AB,Percutaneous endoscopic extraction of calculus from kidney,4990
NAA.JE.AD,Retrograde pyeloscopy with extraction of renal calculus,4991
NAA.JE.AE,Percutaneous extraction of calculus of kidney,4992
NAA.JE.AL,Laparoscopically assisted percutaneous extraction of calculus of kidney,4993
NAA.JH.AA,Procurement of kidney,4994
NAA.JH.AB,Laparoscopic procurement of kidney,4995
NAA.JI.AA,Local excision of lesion of kidney,4996
NAA.JI.AB,Endoscopic local excision of lesion of kidney,4997
NAA.JJ.AA,Partial nephrectomy,4998
NAA.JJ.AB,Laparoscopic partial nephrectomy,4999
NAA.JK.AA,Nephrectomy,5000
NAA.JK.AB,Laparoscopic total nephrectomy,5001
NAA.JL.AA,Radical nephrectomy,5002
NAA.JL.AB,Laparoscopic radical nephrectomy,5003
NAA.KA.AA,Replacement of device in kidney,5004
NAA.KD.AA,Kidney transplantation,5005
NAA.KD.AB,Laparoscopic kidney transplantation,5006
NAA.LA.AA,Ligation of kidney,5007
NAA.LB.AA,Anastomosis of kidney,5008
NAA.LB.AB,Laparoscopic anastomosis of kidney,5009
NAA.LC.AA,Nephropexy,5010
NAA.LC.AB,Laparoscopic nephropexy,5011
NAA.LD.AA,Reduction of torsion of renal pedicle,5012
NAA.LI.AA,Nephrostomy,5013
NAA.LI.AE,Percutaneous nephrostomy,5014
NAA.MK.AA,Repair of kidney,5015
NAA.SN.AD,Management of internal device of kidney,5016
NAB,Interventions on renal pelvis and pyeloureteral junction,5017
NAB.AD.AB,Endoscopic biopsy of renal pelvis,5018
NAB.AD.AE,Percutaneous biopsy of renal pelvis,5019
NAB.AE.AA,Exploration of renal pelvis,5020
NAB.AE.AD,Pyeloscopy,5021
NAB.BA.BB,Pyelogram,5022
NAB.FA.AA,Pyelotomy,5023
NAB.FA.AB,Laparoscopic pyelotomy,5024
NAB.JB.AA,Drainage of renal pelvis,5025
NAB.JB.AD,Transurethral drainage of renal pelvis,5026
NAB.JB.AE,Percutaneous drainage of renal pelvis,5027
NAB.JD.AD,Transurethral removal of internal device or foreign body from renal pelvis,5028
NAB.JE.AA,Extraction of calculus from renal pelvis,5029
NAB.JE.AB,Laparoscopic extraction of calculus from renal pelvis,5030
NAB.JE.AD,Transurethral extraction of calculus from renal pelvis,5031
NAB.KA.AA,Replacement of pyelostomy tube,5032
NAB.LA.AA,Obliteration of calyceal diverticulum,5033
NAB.LA.AB,Laparoscopic obliteration of calyceal diverticulum,5034
NAB.LB.AA,Ureteropyelostomy,5035
NAB.LI.AA,Pyelostomy,5036
NAB.MK.AA,Pyeloplasty,5037
NAB.MK.AB,Laparoscopic pyeloplasty,5038
NAB.ML.AA,Reconstruction of renal pelvis,5039
NAB.ML.AB,Laparoscopic reconstruction of renal pelvis,5040
NAB.SN.AD,Management of internal device of renal pelvis and pyeloureteric junction,5041
NAE,Interventions on ureter,5042
NAE.AD.AA,Biopsy of ureter,5043
NAE.AD.AD,Endoscopic biopsy of ureter,5044
NAE.AD.AE,Percutaneous biopsy of ureter,5045
NAE.AE.AA,Exploration of ureter and periureteral area,5046
NAE.AE.AD,Ureteroscopy,5047
NAE.BA.BJ,Ultrasound of the ureter,5048
NAE.DN.AA,Implantation of electronic ureteral stimulator,5049
NAE.FA.AA,Ureterotomy,5050
NAE.FC.AA,Release of periureteral adhesions,5051
NAE.FC.AB,Laparoscopic release of periureteral adhesions,5052
NAE.GA.AA,Destruction of lesion or tissue of ureter,5053
NAE.GA.AD,Endoscopic destruction of lesion or tissue of ureter,5054
NAE.GA.BJ,Extracorporeal shockwave lithotripsy of the ureter,5055
NAE.JB.AA,Drainage of ureter,5056
NAE.JB.AB,Laparoscopic drainage of ureter,5057
NAE.JB.AC,Transurethral drainage of ureter,5058
NAE.JD.AA,Removal of internal device or foreign body from ureter,5059
NAE.JD.AD,Transurethral removal of internal device or foreign body from ureter,5060
NAE.JE.AA,Extraction of calculus of ureter,5061
NAE.JE.AD,Transurethral extraction of calculus from ureter,5062
NAE.JJ.AA,Partial ureterectomy,5063
NAE.JJ.AB,Laparoscopic partial ureterectomy,5064
NAE.JJ.AD,Transurethral partial ureterectomy,5065
NAE.JK.AA,Total ureterectomy,5066
NAE.JK.AB,Laparoscopic total ureterectomy,5067
NAE.KA.AA,Replacement of ureteric device,5068
NAE.KA.AD,Transurethral replacement of ureteric device,5069
NAE.KA.AE,Percutaneous replacement of ureteric device,5070
NAE.LB.AA,Anastomosis of ureter,5071
NAE.LB.AB,Laparoscopic anastomosis of ureter,5072
NAE.LC.AA,Ureteropexy,5073
NAE.LG.AD,Endoscopic dilatation of ureter,5074
NAE.LH.AD,Endoscopic dilatation with insertion of device into ureter,5075
NAE.LH.AF,Percutaneous transluminal dilatation with insertion of device into ureter,5076
NAE.LI.AA,Urinary diversion,5077
NAE.LI.AB,Laparoscopic urinary diversion,5078
NAE.MK.AA,Repair of ureter,5079
NAE.MK.AB,Laparoscopic repair of ureter,5080
NAE.ML.AA,Reconstruction of ureter,5081
NAE.ML.AB,Laparoscopic reconstruction of ureter,5082
NAE.SN.AC,Management of internal device of ureter,5083
NAI,Interventions on urinary bladder,5084
NAI.AD.AA,Biopsy of bladder,5085
NAI.AD.AD,Endoscopic biopsy of bladder,5086
NAI.AE.AA,Exploration of perivesical tissue,5087
NAI.AE.AB,Cystoscopy through artificial stoma,5088
NAI.AE.AD,Cystoscopy,5089
NAI,Imaging interventions on urinary bladder,5090
NAI.BA.BA,X-ray of bladder,5091
NAI.BA.BB,Retrograde cystourethrogram,5092
NAI.BA.BH,Magnetic resonance imaging of bladder,5093
NAI.BA.BJ,Ultrasound of bladder,5094
NAI.DB.AD,Endoscopic injection into bladder,5095
NAI.DL.AD,Insertion of device into urinary bladder,5096
NAI.DN.AA,Implantation of device into urinary bladder,5097
NAI.DN.AB,Laparoscopic implantation of device into urinary bladder,5098
NAI.FA.AA,Cystotomy,5099
NAI.FA.AB,Laparoscopic cystotomy,5100
NAI.FC.AA,Release of perivesical adhesions,5101
NAI.FC.AB,Laparoscopic release of perivesical adhesions,5102
NAI.FC.AC,Transurethral release of perivesical adhesions,5103
NAI,Destructive interventions on urinary bladder,5104
NAI.GA.AA,Destruction of lesion or tissue of bladder,5105
NAI.GA.AD,Transurethral destruction of lesion or tissue of bladder,5106
NAI.GA.AI,Laparoscopically assisted transurethral destruction of lesion or tissue of bladder,5107
NAI.GA.BA,Destruction of lesion or tissue of bladder by radiotherapy,5108
NAI.GA.BJ,Extracorporeal shockwave lithotripsy of bladder,5109
NAI.JA.AB,Endoscopic irrigation of bladder clots,5110
NAI.JA.AC,Irrigation of urinary bladder,5111
NAI,Drainage interventions on urinary bladder,5112
NAI.JB.AA,Drainage of bladder,5113
NAI.JB.AB,Laparoscopic drainage of bladder,5114
NAI.JB.AC,Drainage of bladder without incision,5115
NAI.JB.AE,Percutaneous aspiration of bladder,5116
NAI,Removal interventions on urinary bladder,5117
NAI.JD.AA,Removal of internal device or foreign body from bladder,5118
NAI.JD.AC,Transurethral removal of internal device or foreign body from bladder,5119
NAI.JD.AD,Endoscopic transurethral removal of internal device or foreign body of bladder,5120
NAI.JD.AE,Percutaneous removal of internal device or foreign body from bladder,5121
NAI.JE.AA,Extraction of calculus from bladder,5122
NAI.JE.AD,Transurethral extraction of calculus from bladder via cystoscopy,5123
NAI.JI.AA,Local excision of lesion of bladder,5124
NAI.JI.AB,Laparoscopic local excision of lesion of bladder,5125
NAI.JI.AD,Transurethral resection of bladder lesion,5126
NAI.JJ.AA,Partial excision of bladder,5127
NAI.JJ.AB,Laparoscopic partial excision of bladder,5128
NAI.JK.AA,Total cystectomy,5129
NAI.JK.AB,Laparoscopic total cystectomy,5130
NAI.JL.AA,Radical cystectomy,5131
NAI.JL.AB,Laparoscopic radical cystectomy,5132
NAI.KA.AA,Replacement of bladder device,5133
NAI.KA.AC,Replacement of indwelling urinary catheter,5134
NAI.KA.AE,Percutaneous replacement of internal device of urinary bladder,5135
NAI.LA.AC,Transurethral haemostasis of bladder,5136
NAI.LA.AD,Endoscopic haemostasis of bladder,5137
NAI.LB.AA,Anastomosis of bladder,5138
NAI.LC.AA,Cystopexy,5139
NAI.LG.AD,Endoscopic dilatation of the urinary bladder,5140
NAI.LI.AA,Ileovesicostomy,5141
NAI.LI.AE,Percutaneous cystotomy,5142
NAI.LK.AA,Augmentation of bladder,5143
NAI.LK.AB,Laparoscopic bladder augmentation,5144
NAI.LL.AA,Plication of sphincter of urinary bladder,5145
NAI.MK.AA,Repair of bladder,5146
NAI.MK.AB,Laparoscopic repair of bladder,5147
NAI.ML.AA,Reconstruction of urinary bladder,5148
NAI.ML.AB,Laparoscopic reconstruction of urinary bladder,5149
NAI.SN.AC,Management of internal device for urinary bladder,5150
NAK,Interventions on neck of urinary bladder,5151
NAK.DB.AD,Endoscopic injection into bladder neck,5152
NAK.FA.AD,Transurethral endoscopic incision of bladder neck,5153
NAK.FB.AA,Division of bladder neck,5154
NAK.GA.AD,Endoscopic destruction of bladder neck,5155
NAK.JD.AA,Removal of internal device or foreign body from bladder neck,5156
NAK.JD.AC,Removal of internal device or foreign body from bladder neck via orifice,5157
NAK.JD.AD,Transurethral endoscopic removal of internal device or foreign body from bladder neck,5158
NAK.JJ.AD,Transurethral endoscopic resection of bladder neck,5159
NAK.LA.AA,Closure of bladder neck,5160
NAK.LA.AD,Transvaginal endoscopic closure of bladder neck,5161
NAK.LC.AA,Suspension procedures on bladder neck,5162
NAK.LC.AB,Laparoscopic suspension procedures on bladder neck,5163
NAK.LC.AC,Transvaginal suspension procedures on bladder neck,5164
NAK.LG.AA,Dilatation of bladder neck,5165
NAK.LG.AB,Laparoscopic dilatation of bladder neck,5166
NAK.LG.AD,Transurethral endoscopic dilatation of bladder neck,5167
NAK.LH.AD,Endoscopic dilatation with insertion of device into bladder neck,5168
NAK.ML.AA,Reconstruction of bladder neck,5169
NAK.ML.AD,Transurethral endoscopic repair of bladder neck with graft or prosthesis,5170
NAM,Interventions on urethra,5171
NAM.AB.AD,Urethral pressure profilometry,5172
NAM.AB.AE,Urethral electromyography,5173
NAM.AD.AA,Biopsy of urethra,5174
NAM.AD.AD,Transurethral endoscopic biopsy of urethra,5175
NAM.AE.AD,Urethroscopy,5176
NAM.BA.BB,Urethrography,5177
NAM.DB.AD,Endoscopic injection of implant into urethra,5178
NAM.FA.AA,Urethrotomy,5179
NAM.FA.AD,Closed urethrotomy,5180
NAM.FC.AA,Release of urethra,5181
NAM.GA.AA,Destruction of lesion or tissue of urethra,5182
NAM.GA.AD,Endoscopic destruction of lesion or tissue of urethra,5183
NAM.JB.AA,Drainage of urethra,5184
NAM.JD.AA,Removal of internal device or foreign body from urethra,5185
NAM.JD.AC,Removal of internal device or foreign body from urethra without incision,5186
NAM.JD.AD,Transurethral endoscopic removal of foreign body from urethra without incision,5187
NAM.JE.AA,Extraction of calculus from urethra,5188
NAM.JE.AD,Transurethral endoscopic extraction of calculus from urethra,5189
NAM.JI.AA,Local excision of lesion of urethra,5190
NAM.JI.AD,Endoscopic local excision of lesion of urethra,5191
NAM.JJ.AA,Partial urethrectomy,5192
NAM.JJ.AD,Endoscopic partial excision of urethra,5193
NAM.JK.AA,Complete urethrectomy,5194
NAM.KA.AD,Transurethral endoscopic replacement of internal device of urethra,5195
NAM.LB.AA,Anastomosis of urethra,5196
NAM.LG.AA,Dilatation of urethra,5197
NAM.LG.AC,Transurethral dilatation of urethra,5198
NAM.LG.AD,Endoscopic dilatation of urethra,5199
NAM.LH.AD,Endoscopic dilatation with insertion of urethral device,5200
NAM.LI.AF,Perineal urethrostomy,5201
NAM.LL.AA,Urethral plication,5202
NAM.MK.AA,Repair of urethra,5203
NAM.ML.AA,Reconstruction of urethra,5204
NAM.ML.AB,Laparoscopic reconstruction of urethra,5205
NAN.AA.ZZ,"Assessment of urinary system, not elsewhere classified",5206
NAN.AE.AB,Endoscopy of ileal conduit,5207
NAN.BA.BA,"X-ray of the urinary system, not elsewhere classified",5208
NAN.BA.BB,Ileal conduitogram,5209
NAN.BA.BJ,"Ultrasound of urinary system, not elsewhere classified",5210
NAN.BA.BK,"Ultrasound of urinary system, not elsewhere classified, per orifice",5211
NAN.GA.BJ,"Extracorporeal shockwave lithotripsy of urinary system, not elsewhere classified",5212
NAN.JD.AC,"Removal of internal device or foreign body from urinary system, not elsewhere classified",5213
NAN.KA.AA,"Replacement of device of urinary system, not elsewhere classified",5214
NGA,Interventions on male genital system,5215
NGA,Interventions on prostate and seminal vesicle,5216
NGA,Biopsy interventions on prostate and seminal vesicle,5217
NGA.AD.AA,Biopsy of prostate,5218
NGA.AD.AC,Transrectal biopsy of the prostate,5219
NGA.AD.AD,Transurethral endoscopic biopsy of prostate,5220
NGA.AD.AE,Percutaneous biopsy of prostate,5221
NGA.AE.AC,Prostate examination,5222
NGA,Imaging interventions on prostate and seminal vesicle,5223
NGA.BA.BA,X-ray of prostate and seminal vesicles,5224
NGA.BA.BB,Contrast seminal vesiculogram,5225
NGA.BA.BH,Magnetic resonance imaging of prostate,5226
NGA.BA.BJ,"Ultrasound of prostate, not elsewhere classified",5227
NGA.BA.BK,"Ultrasound of prostate, per orifice",5228
NGA.DB.AE,Injection into prostate,5229
NGA.DL.AC,Insertion of device into prostate,5230
NGA.DL.AD,Transurethral insertion of device into prostate,5231
NGA.FA.AA,Incision of prostate,5232
NGA.FA.AD,Transurethral incision of prostate,5233
NGA,Destructive interventions on prostate and seminal vesicle,5234
NGA.GA.AA,Destruction of prostate and seminal vesicle,5235
NGA.GA.AC,Transrectal destruction of prostate,5236
NGA.GA.AD,Transurethral destruction of prostate,5237
NGA.GA.AE,Transperineal destruction of prostate,5238
NGA.GA.BA,Destruction of lesion or tissue of the prostate by radiotherapy,5239
NGA,Drainage interventions on prostate and seminal vesicle,5240
NGA.JB.AA,Drainage of prostate and seminal vesicle,5241
NGA.JB.AC,Transrectal drainage of prostate and seminal vesicle,5242
NGA.JB.AD,Transurethral endoscopic drainage of prostate and seminal vesicles,5243
NGA.JB.AE,Percutaneous aspiration of prostate,5244
NGA.JD.AA,Removal of internal device or foreign body from prostate,5245
NGA.JD.AC,Transurethral removal of internal device or foreign body from prostate,5246
NGA.JI.AA,Local excision of lesion of prostate,5247
NGA.JI.AB,Laparoscopic local excision of lesion of prostate,5248
NGA.JJ.AA,Prostatectomy,5249
NGA.JJ.AB,Laparoscopic prostatectomy,5250
NGA.JJ.AD,Transurethral endoscopic prostatectomy,5251
NGA.JL.AA,Radical prostatectomy,5252
NGA.JL.AB,Laparoscopic radical prostatectomy,5253
NGA.LA.AD,Endoscopic haemostasis of prostate,5254
NGA.LA.ZZ,Haemostasis of prostate,5255
NGA.PC.AC,Prostatic massage,5256
NGD,Interventions on spermatic cord,5257
NGD.AD.AA,Biopsy of spermatic cord,5258
NGD.AH.XE,Specimen collection of sperm,5259
NGD.BA.BA,X-ray of spermatic cord,5260
NGD.BA.BB,Contrast epididymogram,5261
NGD.DL.AA,Insertion of valve in vas deferens,5262
NGD.FA.AA,Vasotomy,5263
NGD.FC.AA,Release of spermatic cord,5264
NGD.JB.AA,Drainage of spermatic cord,5265
NGD.JB.AE,Percutaneous drainage of spermatic cord,5266
NGD.JD.AA,Removal of internal device or foreign body from spermatic cord,5267
NGD.JH.AA,Sperm procurement via incision,5268
NGD.JH.AC,Sperm procurement,5269
NGD.JH.AE,Percutaneous sperm procurement,5270
NGD.JI.AA,Local excision of lesion of spermatic cord,5271
NGD.JI.AB,Laparoscopic local excision of lesion of spermatic cord,5272
NGD.JJ.AA,Partial excision of spermatic cord,5273
NGD.JJ.AB,Laparoscopic partial excision of spermatic cord,5274
NGD.JK.AA,Total excision of spermatic cord,5275
NGD.KD.AA,Transplantation of spermatic cord,5276
NGD.LA.AA,Ligation of spermatic cord,5277
NGD.LA.AB,Laparoscopic ligation of spermatic cord,5278
NGD.LB.AA,Vasovasostomy,5279
NGD.LD.AA,Reduction of torsion of spermatic cord,5280
NGD.LD.AH,Manual reduction of torsion of spermatic cord,5281
NGD.LI.AA,Vasostomy,5282
NGD.MK.AA,Repair of spermatic cord,5283
NGG,Interventions on scrotum,5284
NGG.AD.AA,Biopsy of scrotum,5285
NGG.AE.AA,Exploration of scrotum,5286
NGG.BA.BJ,Ultrasound of scrotum,5287
NGG.FA.AA,Incision of scrotum,5288
NGG.GA.AH,Destruction of lesion or tissue of scrotum,5289
NGG.JB.AA,Drainage of scrotum,5290
NGG.JB.AE,Percutaneous drainage of scrotum,5291
NGG.JD.AA,Removal of internal device or foreign body from scrotum with incision,5292
NGG.JD.AH,Removal of foreign body or device from scrotum without incision,5293
NGG.JG.AA,Debridement of scrotal tissue,5294
NGG.JI.AA,Local excision of lesion of scrotum,5295
NGG.JJ.AA,Partial excision of scrotum,5296
NGG.JK.AA,Total excision of scrotum,5297
NGG.LL.AA,Repair by decreasing size of scrotum,5298
